46169,Olocau,39.7002,-0.5311
46170,Villar Del Arzobispo,39.7333,-0.8167
46171,Casinos,39.6993,-0.7077
46172,Alcublas,39.7975,-0.703
46173,Benageber,39.7167,-1.1
46174,Domeño,39.6596,-0.6711
46175,Calles,39.7256,-0.9732
46175,Domeño Antiguo,39.7212,-0.9706
46176,Torrecilla,39.783,-0.9818
46176,Ermitorio Del Remedio,39.783,-0.9818
46176,Chelva,39.7483,-0.9969
46176,Ahillas,39.8198,-0.9747
46177,Tuejar,39.7667,-1.0333
46178,La Canaleja,39.95,-0.9833
46178,La Hortichuela,39.8985,-1.0227
46178,Cuevarruz, La (La Yesa),39.8985,-1.0227
46178,Cuevarruz, La (Alpuente),39.8985,-1.0227
46178,Campo Arriba,39.8667,-1.05
46178,Collado De Alpuente,39.9667,-1.0333
46178,Alpuente,39.8758,-1.0139
46178,La Almeza,39.9381,-0.9971
46178,Corcolilla,39.9281,-1.0115
46178,La Yesa,39.8913,-0.9615
46178,El Hontanar,39.9433,-1.0216
46178,Titaguas,39.8655,-1.0813
46178,La Carrasca,39.8667,-1.0333
46178,Baldovar De Alpuente,39.9,-1.0333
46178,El Chopo,39.9,-0.9833
46178,Campo Abajo,39.85,-1.0167
46179,Losilla De Aras,39.9167,-1.1333
46179,Aras De Los Olmos,39.9167,-1.1333
46180,Benaguasil,39.5939,-0.5882
46181,Benisano,39.6167,-0.5667
46182,Vallesa, La (Urbanizacion),39.5333,-0.4833
46182,La Cañada,39.5304,-0.485
46183,Eliana, L',39.5667,-0.5333
46184,Cumbres De San Antonio (Betera) (Urbanizacion),39.5833,-0.5433
46184,San Antonio De Benageber,39.5833,-0.5433
46184,Cumbres De San Antonio (San Antonio) (Urbanizacion),39.5833,-0.5433
46185,Montecolorado (Urbanizacion),39.6,-0.55
46185,La Pobla De Vallbona,39.6,-0.55
46190,Riba-Roja De Turia,39.5167,-0.5167
46191,Vilamarxant,39.5684,-0.6239
46192,Monserrat,39.3667,-0.6
46193,Montroy,39.3333,-0.6167
46194,Real,39.3361,-0.6087
46195,Llombai,39.2784,-0.5695
46196,Catadau,39.2728,-0.5783
46197,Alfarp,39.2768,-0.5604
46198,Millares,39.2376,-0.7735
46198,Dos Aguas,39.2884,-0.7996
46199,Cortes De Pallas,39.25,-0.9333
46199,Otonel,39.2586,-0.8495
46199,Viñuelas,39.3279,-1.0082
46199,El Oro,39.2993,-0.919
46199,Castilblanques,39.32,-1.016
46199,Casas De Herrero,39.3,-0.9611
46199,La Cabezuela,39.3167,-1.05
46200,Paiporta,39.4274,-0.4167
46210,Picanya,39.4345,-0.4312
46220,Picassent,39.3617,-0.462
46220,Alter, L',39.3667,-0.45
46225,Centro Penitenciario Picassent,39.3583,-0.4583
46229,Fuente Del Omet,39.35,-0.4667
46230,San Patricio (Urbanizacion),39.2722,-0.4944
46230,Lagos, Los (Alfarp) (Urbanizacion),39.2833,-0.55
46230,Lagos, Los (Alginet) (Urbanizacion),39.2667,-0.4667
46230,Alginet,39.2638,-0.4729
46240,Ausias March (Urbanizacion),39.2333,-0.5167
46240,Carlet,39.227,-0.5224
46249,Villarrubia De Carlet,39.2333,-0.5167
46250,Alcudia, L',39.1667,-0.5167
46250,Montortal,39.1667,-0.5167
46260,Alberic,39.117,-0.5209
46266,Antella,39.0804,-0.5918
46267,Gavarda,39.0906,-0.5455
46268,La Garrofera De Alzira,39.1048,-0.5616
46269,Tous,39.1395,-0.5869
46270,Villanueva De Castellon,39.0774,-0.5117
46290,Alcasser,39.3667,-0.4333
46291,Benimodo,39.2134,-0.527
46292,Massalaves,39.1438,-0.5226
46293,Beneixida,39.0582,-0.5483
46293,Alcantera De Xuquer,39.0667,-0.55
46294,Carcer,39.0667,-0.5667
46294,Cotes,39.0709,-0.5755
46295,Sellent,39.0315,-0.587
46295,Sumacarcer,39.1,-0.6333
46300,Utiel,39.5682,-1.2049
46300,Aldea De Estenas,39.5667,-1.2
46310,Los Marcos,39.4926,-1.2832
46310,Las Monjas,39.4645,-1.3005
46310,Casas De Pradas,39.45,-1.3333
46310,Venta Del Moro,39.4833,-1.35
46310,Casas De Moya,39.4667,-1.4
46310,Casas Del Rey,39.4833,-1.3833
46311,Jaraguas,39.5213,-1.3614
46312,Casas De Medina,39.5264,-1.325
46313,Los Corrales,39.5952,-1.2709
46313,Las Casas,39.5898,-1.2798
46313,Cuevas, Las (Utiel),39.5667,-1.2
46314,Fuenterrobles,39.5856,-1.3643
46315,Caudete De Las Fuentes,39.5667,-1.25
46317,Villargordo Del Cabriel,39.5333,-1.4333
46320,Sinarcas,39.7326,-1.2307
46321,Torre, Aldea De La,39.7333,-1.2333
46330,Camporrobles,39.6472,-1.4001
46339,La Loberuela,39.6707,-1.3361
46340,Requena,39.489,-1.1009
46350,Chera,39.5922,-0.9733
46351,Las Nogueras,39.5855,-1.0848
46351,Cañada, La (Requena),39.6056,-1.0778
46351,Villar De Tejas,39.6333,-1.0833
46351,Villar De Olmos,39.6,-1.0667
46352,Los Duques,39.4341,-1.2062
46352,Campo Arcis,39.4314,-1.168
46352,Casas De Eufemia,39.4333,-1.1833
46353,Los Ruices,39.4761,-1.2559
46354,Los Isidros,39.4195,-1.2923
46354,Los Cojos,39.4215,-1.3068
46354,Penen De Albosa,39.4167,-1.2917
46355,Casas De Juan Vich,39.3333,-1.0667
46355,Los Pedrones,39.3358,-1.0846
46355,Casas De Sotos,39.3333,-1.0667
46356,Casas Del Rio,39.3,-1.1333
46357,Hortunas,39.3916,-1.046
46357,La Portera,39.4018,-1.102
46357,El Ponton,39.4,-1.0667
46357,Azagador,39.4,-1.0667
46360,Buñol,39.4211,-0.7898
46367,Yatova,39.3833,-0.8
46368,Macastre,39.3825,-0.7868
46369,Alborache,39.3933,-0.7756
46370,Chiva,39.4715,-0.7188
46380,Cheste,39.4955,-0.686
46388,Godelleta,39.423,-0.6867
46389,Turis,39.3833,-0.7
46389,Conde Cortichelles, Del (Masia),39.3833,-0.7
46390,Chicanos,39.5222,-1.1611
46390,Roma,39.5069,-1.158
46390,Barrio Arroyo,39.5165,-1.1653
46390,Calderon,39.5333,-1.1833
46390,San Juan De Requena,39.5333,-1.1667
46390,San Antonio De Requena,39.5333,-1.15
46390,Derramador,39.5,-1.15
46391,El Rebollar,39.4685,-1.011
46392,Siete Aguas,39.4738,-0.9181
46393,Loriguilla,39.4902,-0.5709
46394,Oliveral, Del (Masia),39.4667,-0.5667
46394,Ventas De Poyo,39.4667,-0.5667
46400,Cullera,39.1659,-0.2548
46408,El Dosel,39.1922,-0.2257
46408,Mareny De San Lorenzo,39.2167,-0.25
46408,Faro De Cullera,39.1824,-0.2201
46409,El Estany,39.1294,-0.2343
46409,El Marenyet,39.142,-0.2393
46409,El Brosquil,39.12,-0.2421
46410,Sueca,39.2021,-0.3108
46417,Riola,39.1966,-0.3349
46418,Fortaleny,39.1833,-0.3145
46419,Mareny De Vilches,39.1953,-0.3148
46419,Mareny Blau,39.1953,-0.3148
46419,Palmeretes, Les,39.1953,-0.3148
46419,Mareny De Les Barraquetes,39.1953,-0.3148
46420,El Perello,39.2772,-0.2757
46430,Sollana,39.2782,-0.3816
46439,Romani,39.2833,-0.3667
46440,Almussafes,39.2923,-0.4133
46450,Benifaio,39.2844,-0.426
46460,Silla,39.3628,-0.4121
46469,Beniparrell,39.3818,-0.4103
46470,Massanassa,39.4107,-0.399
46470,Catarroja,39.4028,-0.403
46470,Albal,39.3967,-0.4136
46500,Sagunt/Sagunto,39.6833,-0.2667
46501,Petres,39.6833,-0.3
46510,Quartell,39.7375,-0.2637
46511,Benifairo De Les Valls,39.7333,-0.2667
46512,Faura,39.7257,-0.2642
46513,Estacion De Los Valles,39.7167,-0.2333
46514,Benavites,39.7407,-0.2583
46515,Quart De Les Valls,39.7333,-0.2667
46520,Almarda, De (Playa),39.6622,-0.2175
46520,Puerto De Sagunto,39.6622,-0.2175
46529,Canet D'En Berenguer,39.6833,-0.2167
46530,Puçol,39.6172,-0.3065
46540,El Puig,39.5887,-0.3033
46540,Puig, Del (Playa),39.5887,-0.3033
46550,Albuixech,39.5446,-0.3241
46560,Massalfassar,39.5581,-0.3268
46590,Estivella,39.7129,-0.3485
46591,Albalat Dels Taronchers,39.7,-0.3333
46592,Segart,39.6841,-0.3903
46593,Algar De Palancia,39.7833,-0.3667
46594,Alfara De La Baronia,39.75,-0.3667
46595,Torres-Torres,39.7333,-0.35
46600,Alzira,39.1518,-0.4333
46610,Guadassuar,39.1866,-0.4782
46611,Benimuslem,39.132,-0.493
46612,Corbera,39.1571,-0.3525
46613,Llauri,39.1467,-0.3294
46614,Favara,39.1275,-0.2909
46620,Ayora,39.0593,-1.0573
46621,Zarra,39.0911,-1.0749
46621,San Benito,38.9438,-1.1078
46621,Casas De Madrona,38.9773,-1.0755
46622,Teresa De Cofrentes,39.1056,-1.051
46623,Jarafuel,39.1399,-1.0735
46624,Jalance,39.1912,-1.0761
46625,Cofrentes,39.2296,-1.0618
46625,Hervideros De Cofrentes,39.2293,-1.0606
46625,Salto De Cofrentes,39.2293,-1.0606
46630,La Font De La Figuera,38.8,-0.8833
46635,Fontanars Dels Alforins,38.7833,-0.7833
46635,Poblet,38.7833,-0.7833
46635,Casas De Vidal,38.7833,-0.7833
46635,Las Pedradas,38.7833,-0.7833
46640,Mogente/Moixent,38.8749,-0.7523
46650,Canals,38.9621,-0.5838
46659,Ayacor,38.9721,-0.577
46659,Torre De Cerda,38.9843,-0.5759
46660,Manuel,39.0509,-0.4923
46666,Rafelguaraf,39.0513,-0.4557
46666,Riu Rau,39.0533,-0.4603
46666,Berfull,39.0553,-0.4652
46667,Barxeta,39.0219,-0.418
46668,Llocnou D'En Fenollet,39.0136,-0.4666
46668,Tosalnou,39.046,-0.4687
46669,Enova, L',39.071,-0.487
46669,Sant Joanet,39.0714,-0.4872
46669,Senyera,39.0634,-0.5107
46670,La Pobla Llarga,39.0833,-0.4667
46680,Carrascalet,39.2003,-0.4416
46680,Algemesi,39.1833,-0.4333
46687,Albalat De La Ribera,39.2,-0.3833
46688,Polinya De Xuquer,39.2,-0.3667
46689,Benicull De Xuquer,39.1833,-0.3833
46690,Alcudia De Crespins, L',38.9667,-0.5833
46691,Vallada,38.8959,-0.6912
46692,Montesa,38.9488,-0.6505
46700,Gandia,38.9667,-0.1833
46701,Gandia,38.9719,-0.1807
46702,Gandia,38.9654,-0.1873
46703,Gandia,38.9635,-0.1945
46710,Daimus,38.9667,-0.15
46710,Daimus, De (Playa),38.9667,-0.15
46711,Guardamar De La Safor,38.9504,-0.1401
46711,Miramar, De (Playa),38.9504,-0.1401
46711,Miramar,38.9508,-0.1406
46712,Piles,38.9409,-0.1321
46712,Piles, De (Playa),38.9167,-0.0833
46713,Bellreguard Poble,38.94,-0.1397
46713,Bellreguard, De (Playa),38.94,-0.1397
46714,Palmera,38.9417,-0.1535
46715,Alqueria De La Comtessa, L'/Alqueria De La Condesa,38.9333,-0.15
46716,Rafelcofer,38.9322,-0.1677
46717,La Font D'En Carros,38.94,-0.1397
46720,Villalonga,38.8857,-0.2079
46721,Potries,38.9151,-0.1946
46722,Benifla,38.9281,-0.1782
46722,Beniarjo,38.9325,-0.1863
46723,Almoines,38.9445,-0.1808
46724,Palma De Gandia,38.9267,-0.2203
46725,Rotova,38.9321,-0.2577
46725,Alfauir,38.9283,-0.2518
46726,Almisera,38.9167,-0.2833
46726,Castellonet De La Conquesta,38.9167,-0.2667
46726,Llocnou De Sant Jeroni,38.9167,-0.2833
46727,Real De Gandia,38.9482,-0.1924
46728,Marchuquera,38.9912,-0.2427
46728,Gandia,38.9667,-0.1833
46729,Montecorona (Urbanitzacio),38.6912,0.0952
46729,Ador,38.9187,-0.2242
46730,Moli Santa Maria,38.975,-0.1667
46730,Gandia,38.9667,-0.1833
46730,Puerto De Gandia,38.9833,-0.15
46740,Carcaixent,39.1221,-0.4471
46749,Cogullada,39.1108,-0.4628
46750,Simat De La Valldigna,39.0333,-0.3167
46758,Barx,39.0142,-0.3017
46758,La Drova,39.0069,-0.2855
46758,La Puigmola,39.0102,-0.2917
46759,Corrales De Valldigna,39.0179,-0.3001
46760,Tavernes De La Valldigna,39.0667,-0.2667
46760,Tavernes De La Valldigna, De (Playa),39.0667,-0.2667
46770,Xeraco,39.0327,-0.2164
46780,Oliva,38.919,-0.1183
46790,Xeresa,39.0103,-0.2167
46791,Benifairo De La Valldigna,39.055,-0.3033
46792,Barraca D'Aigues Vives,39.0358,-0.26
46800,Torre De Lloris,39.0299,-0.4893
46800,Xativa,38.9833,-0.5167
46800,Sorio,39.006,-0.5291
46800,Anahuir,38.9763,-0.5648
46810,Enguera,38.9791,-0.6881
46811,Navalon De Abajo,38.9259,-0.8748
46811,Navalon De Arriba,38.9199,-0.8749
46812,Aielo De Malferit,38.8833,-0.5833
46813,Cerda,38.9833,-0.5667
46814,Llanera De Ranes,38.9951,-0.5753
46814,Torrella,38.9886,-0.5714
46815,La Llosa De Ranes,38.9707,-0.6399
46816,Torrent De Fenollet,39.0046,-0.5648
46816,Rotgla I Corbera,39.0046,-0.5648
46817,Estubeny,39.0174,-0.6238
46818,La Granja De La Costera,38.998,-0.564
46818,Valles,38.9852,-0.557
46819,Novele/Novetle,38.9707,-0.6399
46820,Barrio Fuente Negra,39.0203,-0.6462
46820,Anna,39.0211,-0.6466
46821,Chella,39.0424,-0.66
46822,Bolbaite,39.0608,-0.6741
46823,Navarres,39.102,-0.6947
46824,Quesa,39.1168,-0.7386
46825,Bicorp,39.1316,-0.7873
46830,Beniganim,38.95,-0.4333
46837,Quatretonda,38.9459,-0.402
46838,Pinet,38.9831,-0.3382
46838,Llutxent,38.9419,-0.3562
46838,Benicolet,38.9188,-0.3465
46839,Sempere,38.9196,-0.4803
46839,Bellus,38.9458,-0.487
46839,Benisuera,38.9132,-0.4778
46839,Guadasequies,38.9254,-0.4859
46840,La Pobla Del Duc,38.8824,-0.3386
46841,Castello De Rugat,38.8833,-0.3667
46842,Terrateig,38.8945,-0.3203
46842,Rugat,38.8794,-0.3618
46842,Montitxelvo/Montichelvo,38.891,-0.3395
46842,Aielo De Rugat,38.8833,-0.0333
46843,Rafol De Salem,38.8665,-0.3999
46843,Salem,38.8537,-0.3814
46844,Beniatjar,38.8475,-0.417
46844,Otos,38.8536,-0.4431
46850,Olleria, L',38.9395,-0.5214
46860,Albaida,38.84,-0.5193
46868,Belgida,38.85,-0.4667
46869,Carricola,38.8413,-0.4726
46869,Benisoda,38.8333,-0.5167
46869,Atzeneta D'Albaida,38.8333,-0.5
46870,Ontinyent,38.8223,-0.607
46880,Bocairent,38.7657,-0.6118
46890,Agullent,38.8231,-0.5502
46891,Bufali,38.8681,-0.5148
46891,El Palomar,38.8677,-0.5162
46892,Montaverner,38.8881,-0.4937
46893,Alfarrasi,38.9,-0.5
46894,Alboy,38.9743,-0.4865
46894,Genoves,38.9892,-0.4699
46900,Torrent,39.4353,-0.469
46900,El Realon,39.4371,-0.4655
46901,El Vedat De Torrente,39.4352,-0.4911
46909,Juez, Del (Masia),39.4333,-0.5167
46910,Lugar Nuevo De La Corona,39.4167,-0.3833
46910,Sedavi,39.4333,-0.3833
46910,Benetusser,39.4167,-0.4
46910,Alfafar,39.4233,-0.3937
46920,Mislata,39.4722,-0.4112
46930,Quart De Poblet,39.4814,-0.4394
46930,Barrio De Porta,39.4814,-0.4394
46930,Barrio Jose Artesano,39.4814,-0.4394
46940,Aeropuerto De Manises (Valencia),39.504,-0.4901
46940,La Presa,39.5217,-0.5116
46940,Collado (Partida),39.504,-0.4901
46940,Manises,39.4936,-0.4657
46950,Xirivella,39.4641,-0.4302
46960,Aldaia,39.4661,-0.4639
46960,Barrio Del Cristo,39.4764,-0.462
46970,Alaquas,39.4557,-0.461
46980,Paterna,39.5036,-0.4421
46980,Cruz De Gracia,39.5,-0.4333
46988,Poligono Fuente Del Jarro,39.5,-0.4333
46989,Terramelar,39.5075,-0.4297
